debt_income_ratio,no_of_dependents,education,self_employed,loan_term,cibil_score,residential_assets_value,commercial_assets_value
0.377319588,0.2,1,0,0.222222222,0.958333333,0.768738772,0.905427305
0.404255319,1,0,1,0.111111111,0.565,0.564061024,0.330444684
0.88,1,1,1,0.555555556,0.235,0.707622676,0.505102393
0.231460674,0.6,1,1,0.444444444,0.111666667,0.647264701,0
0.35,0.2,1,0,0.111111111,0.486666667,0.538532997,0.416334214
0.893333333,0,1,0,0.888888889,0.506666667,0.487027809,0.498275848
0.836363636,0.8,1,1,0.888888889,0.913333333,0.617360909,0.444169838
0.244444444,0.4,1,0,0.111111111,0.795,0.617360909,0.518227766
0.963636364,0.2,0,0,0.222222222,0.616666667,0.890156369,0.866010063
0.526153846,0.2,0,1,0.444444444,0.703333333,0.77604738,0.762486643
0.6,0.8,0,0,0.888888889,0.195,0.447131768,0.372162625
0.255384615,0.2,1,1,0.333333333,0.115,0.73148977,0.249137924
0.26875,0.2,1,1,0.555555556,0.021666667,0.87957606,0.687352642
0.762162162,0.2,1,1,0.444444444,0.206666667,0.626714014,0.384176078
0.346666667,0.4,0,1,0.111111111,0.865,0.626714014,0.62778823
0.626666667,0,1,0,0.666666667,0.708333333,0.716527625,0.62778823
0.485714286,0.6,0,0,0.444444444,0.59,0.714326817,0.274211767
0.569230769,0.6,1,1,0.777777778,0.583333333,0.439421024,0.664800048
0.624691358,0.4,0,0,0.222222222,0.011666667,0.296316815,0.590771343
0.64137931,0.2,0,1,0.444444444,0.695,0.962581525,0.762486643
0.473015873,0.8,0,1,0.777777778,0.47,0.842937403,0.57038346
0.36,1,1,0,0.555555556,0.256666667,0.447131768,0.295385671
0.514285714,0.6,1,0,0.666666667,0.698333333,0.781422038,0.809739201
0.7,0.4,1,0,0.444444444,0.426666667,0.700758875,0.660889369
0.527272727,0.6,1,0,0.666666667,0.098333333,0.454483541,0.372162625
0.931034483,0.2,1,0,1,0.296666667,0.586888626,0.530719961
0.418181818,1,0,0,0.888888889,0.366666667,0.35532721,0.687352642
0.917391304,0,0,1,0.111111111,0.67,0.856041302,0.937791051
0.482926829,0.4,0,0,0.333333333,0.15,0.393354646,0.542650226
0.52,0,0,1,0,0.418333333,0.403855094,0.313894115
0.761290323,0.2,0,0,0.444444444,0.278333333,0.836955446,0.81494667
0.460869565,1,1,1,0.111111111,0.17,0.788452894,0.877316954
0.395744681,0.2,1,0,0.222222222,0.013333333,0.774235772,0.384176078
0.4,0.6,1,0,0.333333333,0.863333333,0.747723832,0.768352156
0.258333333,1,1,1,0.333333333,0.801666667,0.607633434,0.705075668
0.452631579,1,1,1,0.444444444,0.37,0.916611572,0.416334214
0.861728395,0.2,1,0,0.111111111,0.62,0.700758875,0.640603758
0.59047619,0.2,1,0,0.555555556,0.656666667,0.6236357,0.915787784
0.233333333,0,1,0,0.888888889,0.185,0.798725408,0.648870525
0.857142857,1,0,1,0.111111111,0.08,0.49286343,0.359319064
0.476923077,0.6,0,0,1,0.868333333,0.461515415,0.687352642
0.36,0,1,0,0.666666667,0.745,0.296316815,0.416334214
0.536170213,0.2,1,0,0.444444444,0.071666667,0.686511845,0.505102393
0.683333333,0.4,1,0,0.222222222,0.698333333,0.644428674,0.444169838
0.845714286,0,0,0,0.666666667,0.661666667,0.829332418,0.812351281
0.872727273,1,0,0,0.111111111,0.181666667,0.320223405,0
0.733333333,0.2,0,1,0.444444444,0.218333333,0.339255409,0.295385671
0.575757576,0,1,1,0.666666667,0.093333333,0.735630394,0.62778823
0.436842105,0,1,0,0.555555556,0.408333333,0.590477517,0.644763639
0.546666667,0,1,0,0.555555556,0.835,0.594011189,0.484031527
0.87027027,0.2,1,0,0.777777778,0.513333333,0.339255409,0.484031527
0.205797101,0.4,1,1,0.333333333,0.881666667,0.816777523,0.747413773
0.789247312,0.4,0,0,0.111111111,0.476666667,0.816777523,0.690970354
0.256338028,0.2,1,1,0.333333333,0.148333333,0.641560958,0.359319064
0.433333333,0.6,0,0,0.444444444,0.23,0.454483541,0.484031527
0.755,0.4,1,0,0.555555556,0.623333333,0.818372085,0.274211767
0.501449275,0.8,1,1,0.666666667,0.05,0.7251696,0.715295577
1,0.2,1,1,0,0.67,0.600921058,0.498275848
0.340740741,0.8,1,1,0.111111111,0.536666667,0.759360636,0.554077783
0.453763441,0,1,1,0.444444444,0.5,0.900449665,0.330444684
0.866666667,0.6,0,1,0.777777778,0.428333333,0.735630394,0.590771343
0.715789474,0.4,0,1,0.666666667,0.903333333,0.568033198,0.701602333
0.826415094,0.2,0,1,0.777777778,0.101666667,0.320223405,0.636389138
0.705747126,0.4,0,1,0.555555556,0.966666667,0.696089479,0.452713652
0.501234568,0.6,0,0,0.444444444,0.643333333,0.902980378,0.765430636
0.533333333,1,0,1,1,0.965,0.422722516,0.172742589
0.8,0.2,0,1,0.555555556,0.28,0.381938338,0
0.605970149,0.4,0,1,0.222222222,0.668333333,0.714326817,0.856747213
0.569892473,0,1,0,0.333333333,0.548333333,0.597491718,0.903326538
0.808955224,1,0,1,0.666666667,0.923333333,0.538532997,0.554077783
0.622857143,0.8,1,1,0.333333333,0.971666667,0.296316815,0.491256944
0.6,0.2,1,1,0.777777778,0.998333333,0.509328595,0.484031527
0.688888889,0.8,0,0,0.777777778,0.483333333,0.600921058,0.929910082
0.532394366,0,1,1,0.777777778,0.76,0.696089479,0.636389138
0.774545455,0.8,1,1,0.222222222,0.131666667,0.810323876,0.776986049
0.712820513,0.8,1,1,0.111111111,0.608333333,0.413603847,0.491256944
0.259574468,0.8,0,0,0.444444444,0.838333333,0.954902666,0.372162625
0.684848485,0.8,0,1,0.333333333,0.275,0.35532721,0.60984151
0.659259259,0.4,1,1,1,0.113333333,0.61091985,0.614426957
0.327272727,0.6,1,0,0.333333333,0.305,0.547392602,0.837595574
0.258536585,0,0,0,0.888888889,0,0.757451073,0.690970354
0.652631579,0.8,0,1,0.777777778,0.993333333,0.568033198,0.614426957
0.447887324,0,0,1,1,0.783333333,0.887538975,0.877316954
0.576190476,0.2,0,1,0.888888889,0.663333333,0.934469776,0.879543656
0.834782609,0.4,0,1,0.666666667,0.956666667,0.575767808,0.793700526
0.302439024,1,1,0,0.111111111,0.156666667,0.73148977,0.664800048
0.636734694,0.6,1,0,0,0.52,0.75359662,0.618944964
0.909090909,0.4,1,0,0.222222222,0.493333333,0.604301051,0.536751386
0.807407407,0.4,1,1,0.444444444,0.223333333,0.524472862,0.426019858
0.340909091,0.8,1,0,0.888888889,0.4,0.887538975,0.548423534
0.5375,0.6,1,1,0.888888889,0.126666667,0.597491718,0.345485177
0.378571429,0.2,0,1,0.333333333,0.318333333,0.741736991,0.575616628
0.33,0.6,1,0,1,0.441666667,0.461515415,0.762486643
0.892537313,0.2,0,0,1,0.496666667,0.6236357,0.87282932
0.666666667,0.2,1,0,0,0.418333333,0.827787691,0.765430636
0.225,0.6,0,0,0.333333333,0.515,0.604301051,0.172742589
0.87755102,0.2,1,0,0.333333333,0.136666667,0.805401922,0.274211767
0.707692308,0.8,0,1,0.111111111,0.153333333,0.629754555,0.172742589
0.6,0,0,0,1,0.223333333,0.813565956,0.668665251
0.436734694,0.6,0,1,0.333333333,0.181666667,0.487027809,0.505102393
0.244444444,0.6,0,0,0.555555556,0.411666667,0.509328595,0.274211767
0.237837838,0.2,1,0,0,0.655,0.538532997,0.870568094
0.835897436,0.6,1,1,0.888888889,0.881666667,0.620518417,0.590771343
0.264,0,1,1,0.222222222,0.271666667,0.480994278,0.565052462
0.750943396,0,1,0,0.222222222,0.63,0.604301051,0.585806643
0.424175824,0.2,0,0,0.888888889,0.82,0.393354646,0.866010063
0.58,0,0,1,0.555555556,1,0.571934431,0.498275848
0.591489362,0.4,1,0,0.555555556,0.806666667,0.802080274,0.518227766
0.230769231,1,1,0,0.222222222,0.511666667,0.393354646,0.426019858
0.306666667,0.2,0,0,0.555555556,0.481666667,0.718712008,0.249137924
0.980487805,0.2,0,1,0.888888889,0.885,0.932134439,0.859081685
0.484615385,0.8,1,0,0.777777778,0.305,0.774235772,0.345485177
0.911627907,0.4,1,1,0.111111111,0.763333333,0.909235612,0.313894115
0.531428571,0.4,1,0,0.444444444,0.438333333,0.575767808,0.785432211
0.62173913,0.8,0,1,0.555555556,0.766666667,0.936791614,0.793700526
0.2,0.2,1,0,0.555555556,0.131666667,0.524472862,0.476583704
0.306666667,1,1,0,0.555555556,0.71,0.533954915,0.762486643
0.721052632,0.8,1,0,0.111111111,0.618333333,0.600921058,0.879543656
0.566666667,0.4,0,0,0.222222222,0.48,0.759360636,0.406175641
0.657142857,0.2,0,0,0.666666667,0.811666667,0.461515415,0.395481803
0.47027027,0.2,0,0,0.888888889,0.263333333,0.788452894,0.683696442
0.5625,0.2,0,1,1,0.735,0.571934431,0.565052462
0.961904762,0.6,1,0,0.222222222,0.756666667,0.403855094,0.530719961
0.4625,0.8,1,0,1,0.406666667,0.579536205,0.837595574
0.643076923,0.8,1,1,0.555555556,0.588333333,0.87957606,0.416334214
0.726829268,0.4,0,1,0.444444444,0.898333333,0.723032706,0.690970354
0.2,0.8,1,1,0.777777778,0.691666667,0.49286343,0.680000713
0.2,1,0,1,0.333333333,0.071666667,0.262236431,0.330444684
0.355555556,0,1,1,0.222222222,0.381666667,0.560014593,0.554077783
0.95,0.6,0,0,0.888888889,0.56,0.555890333,0.330444684
0.92,0,1,1,0.333333333,0.421666667,0.514510203,0.372162625
0.403773585,0,1,1,0.555555556,0.453333333,0.586888626,0.505102393
0.847058824,1,1,1,0.444444444,0.525,0.671493789,0.435284047
0.866666667,0,1,0,0.111111111,0.996666667,0.509328595,0.172742589
0.938461538,0.2,0,1,1,0.205,0.403855094,0.345485177
0.866666667,0,0,1,0,0.303333333,0.296316815,0.172742589
0.533333333,0,1,0,0,0.535,0.339255409,0.274211767
1,0.4,1,0,0.333333333,0.028333333,0.320223405,0.372162625
0.2,0.8,0,1,0.444444444,0.931666667,0.403855094,0.295385671
0.910204082,0.4,1,0,0.333333333,0.32,0.793628971,0.636389138
0.434482759,0,1,1,0.888888889,0.653333333,0.547392602,0.249137924
0.422222222,0.8,1,1,0.666666667,0.255,0.468260069,0.498275848
0.218604651,0.4,0,0,0.222222222,0.353333333,0.676591973,0.694550576
0.941333333,0,1,1,0.444444444,0.553333333,0.919039697,0.820088426
0.68,0,1,0,0.888888889,0.941666667,0.447131768,0.274211767
0.294736842,0.8,1,0,0.444444444,0.193333333,0.6500699,0.62778823
0.251851852,0.4,0,1,0.222222222,0.901666667,0.666297548,0.172742589
0.228571429,0.4,0,0,0.555555556,0.316666667,0.369375825,0.435284047
0.911111111,0.6,0,0,0.444444444,0.766666667,0.790187294,0.406175641
0.309090909,1,0,0,0.111111111,0.878333333,0.509328595,0.372162625
0.476363636,0.4,1,0,0.333333333,0.106666667,0.79533648,0.614426957
0.879069767,0,1,0,0,0.991666667,0.929785404,0.935833235
